"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created"
"Bear R Below Reservoir, Near Woodruff, U","10020300	","Wyoming","Streamflow","Uinta","6400","41.50556","-111.01389","160101010505	",,"3-14-2024, 12:19 PM MDT"
"Bear R ab Resv nr Woodruff","10020100	","Wyoming","Streamflow","Uinta","6455","41.43439","-111.01769","160101010505	",,"3-14-2024, 12:19 PM MDT"
"Bear R bl Stewart Dam","10046500	","Idaho","Streamflow","Bear Lake","5950","42.25382","-111.29381","160102010403	",,"3-14-2024, 12:19 PM MDT"
"Bear R nr Corinne","10126000	","Utah","Streamflow","Box Elder","4206","41.57632","-112.10078","160102040505	",,"3-14-2024, 12:19 PM MDT"
"Bear R nr Ut-Wy State Line","10011500	","Utah","Streamflow","Summit","7965","40.96523","-110.85351","160101010106	",,"3-14-2024, 12:19 PM MDT"
"Bear River","1061	","Colorado","SNOTEL","Routt","9112","40.06152","-107.00948","140500010102	",,"3-14-2024, 12:19 PM MDT"
"Bear River RS","992	","Utah","SNOTEL","Summit","8777","40.8852","-110.8277","160101010106	",,"3-14-2024, 12:19 PM MDT"
"Bear Saddle","324	","Idaho","SNOTEL","Washington","6180","44.60533","-116.98097","170501241001	",,"3-14-2024, 12:19 PM MDT"
"Bear Trap Meadow","325	","Wyoming","SNOTEL","Johnson","8200","43.88743","-107.06135","100902010205	",,"3-14-2024, 12:19 PM MDT"
"Bear Valley Ridge 1","BV1	","California","Snow Course/Aerial Marker","El Dorado","6700","38.618","-120.228","180400120401	",,"3-14-2024, 12:19 PM MDT"
"Beard Meadow","BMD	","California","Snow Course/Aerial Marker","Fresno","9800","37.113","-118.837","180300100601	",,"3-14-2024, 12:19 PM MDT"
"Beartooth Lake","326	","Wyoming","SNOTEL","Park","9360","44.94307","-109.56743","100700060206	",,"3-14-2024, 12:19 PM MDT"
"Beartown","327	","Colorado","SNOTEL","San Juan","11600","37.71433","-107.5124","130100010104	",,"3-14-2024, 12:19 PM MDT"
"Beasley Lake","2032	","Mississippi","SCAN","Sunflower","115","33.38333","-90.65","080302071002	",,"3-14-2024, 12:19 PM MDT"
"Beaumont","2207	","Texas","SCAN","Jefferson","19","30.06845","-94.29283","120402010100	",,"3-14-2024, 12:19 PM MDT"
"Beaver Ck Village","1041	","Colorado","SNOTEL","Eagle","8565","39.59871","-106.51113","140100030301	",,"3-14-2024, 12:19 PM MDT"
"Beaver Creek","06140300	","Montana","Reservoir","Hill","3092","48.41601","-109.73081","100500040102	",,"3-14-2024, 12:19 PM MDT"
"Beaver Creek","328	","Montana","SNOTEL","Gallatin","7850","44.94966","-111.35852","100200070402	",,"3-14-2024, 12:19 PM MDT"
"Beaver Creek","40M01	","Yukon","Snow Course/Aerial Marker","	","2150","62.41667","-140.85","190704020000	",,"3-14-2024, 12:19 PM MDT"
"Beaver Creek #1","21D36	","Oregon","Snow Course/Aerial Marker","Wasco","4210","45.10431","-121.61247","170703060501	",,"3-14-2024, 12:19 PM MDT"
"Beaver Creek #2","21D37	","Oregon","Snow Course/Aerial Marker","Wasco","4220","45.1041","-121.61189","170703060501	",,"3-14-2024, 12:19 PM MDT"
"Beaver Creek Trail","21A04	","Washington","Snow Course/Aerial Marker","Whatcom","2200","48.81822","-121.19144","171100050605	",,"3-14-2024, 12:19 PM MDT"
"Beaver Dam Creek","22G28	","Oregon","Snow Course/Aerial Marker","Jackson","5120","42.29532","-122.29413","171003070804	",,"3-14-2024, 12:19 PM MDT"
"Beaver Dams","329	","Utah","SNOTEL","Sanpete","7990","39.13683","-111.55813","160300040402	",,"3-14-2024, 12:19 PM MDT"
"Beaver Divide","330	","Utah","SNOTEL","Summit","8280","40.61233","-111.09782","160202030105	",,"3-14-2024, 12:19 PM MDT"
"Beaver Head","902	","Arizona","SNOTEL","Greenlee","8076","33.69115","-109.21685","150601010107	",,"3-14-2024, 12:19 PM MDT"
"Beaver Pass","21A01	","Washington","Snow Course/Aerial Marker","Whatcom","3621","48.87926","-121.25529","171100050605	",,"3-14-2024, 12:19 PM MDT"
"Beaver Pass","990	","Washington","SNOTEL","Whatcom","3630","48.8793","-121.2555","171100050605	",,"3-14-2024, 12:19 PM MDT"
"Beaver R nr Beaver","10234500	","Utah","Streamflow","Beaver","6200","38.28053","-112.56827","160300070207	",,"3-14-2024, 12:19 PM MDT"
"Beaver Reservoir","08219000	","Colorado","Reservoir","Rio Grande","8794","37.59587","-106.66614","130100011104	",,"3-14-2024, 12:19 PM MDT"
"Beaver Reservoir","331	","Oregon","SNOTEL","Union","5150","45.14532","-118.219","170601040301	",,"3-14-2024, 12:19 PM MDT"
"Beaver Spring","09N05	","Arizona","Snow Course/Aerial Marker","Apache","9220","36.33333","-109.05","140802040401	",,"3-14-2024, 12:19 PM MDT"
"Beaver Spring","1143	","Arizona","SNOTEL","Apache","9255","36.32671","-109.05702","140802040401	",,"3-14-2024, 12:19 PM MDT"
"Beaver Spring","BS01	","Arizona","Manual Precipitation","Apache","9220","36.33333","-109.05","140802040401	",,"3-14-2024, 12:19 PM MDT"
"Beaverfoot","2A11	","British Columbia","Snow Course/Aerial Marker","	","6201","51.27111","-116.89806","170200170000	",,"3-14-2024, 12:19 PM MDT"
"Beaverhead R at Barretts","06016000	","Montana","Streamflow","Beaverhead","5268","45.11631","-112.75058","100200020404	",,"3-14-2024, 12:19 PM MDT"
"Beaverhead R nr Grant","06015400	","Montana","Streamflow","Beaverhead","5443","45.00325","-112.85364","100200020402	",,"3-14-2024, 12:19 PM MDT"
"Beaverhead R nr Twin Bridges","06018500	","Montana","Streamflow","Madison","4809","45.38333","-112.45","100200020703	",,"3-14-2024, 12:19 PM MDT"
"Bedford 3 SE","0603	","Wyoming","ACIS","Lincoln","6430","42.86666","-110.91666","170401050301	",,"3-14-2024, 12:19 PM MDT"
"Beehive Meadow","BHV	","California","Snow Course/Aerial Marker","Tuolumne","6500","37.995","-119.78","180400090302	",,"3-14-2024, 12:19 PM MDT"
"Belgrade Airport","0622	","Montana","ACIS","Gallatin","4450","45.78333","-111.15","100200081302	",,"3-14-2024, 12:19 PM MDT"
"Bell Meadow","BEM	","California","Snow Course/Aerial Marker","Tuolumne","6500","38.167","-119.942","180400090801	",,"3-14-2024, 12:19 PM MDT"
"Belle Fourche","0559	","South Dakota","ACIS","Butte","3020","44.66666","-103.85","101202030406	",,"3-14-2024, 12:19 PM MDT"
"Belle Fourche","06435000	","South Dakota","Reservoir","Butte","2980","44.73466","-103.67611","101202020204	",,"3-14-2024, 12:19 PM MDT"
"Belle Fourche R at Wy-Sd State Line","06428500	","South Dakota","Streamflow","Brookings","3096","44.75","-104.05","101202020110	",,"3-14-2024, 12:19 PM MDT"
"Belle Fourche R blw Moorcroft","06426500	","Wyoming","Streamflow","Crook","4119","44.3","-104.98333","101202010601	",,"3-14-2024, 12:19 PM MDT"
"Belltower","0636	","Montana","ACIS","Carter","3300","45.65","-104.38333","101102020504	",,"3-14-2024, 12:19 PM MDT"
"Belt Ck nr Monarch","06090500	","Montana","Streamflow","Cascade","3960","47.2","-110.93333","100301050305	",,"3-14-2024, 12:19 PM MDT"
"Ben Lomond Peak","332	","Utah","SNOTEL","Weber","7689","41.37603","-111.94405","160201020302	",,"3-14-2024, 12:19 PM MDT"
"Ben Lomond Trail","333	","Utah","SNOTEL","Weber","5972","41.38291","-111.92103","160201020302	",,"3-14-2024, 12:19 PM MDT"
"Bench Lake","BNH	","California","Snow Course/Aerial Marker","Fresno","10600","36.958","-118.445","180300100204	",,"3-14-2024, 12:19 PM MDT"
"Bend","0694	","Oregon","ACIS","Deschutes","3660","44.06666","-121.28333","170703010801	",,"3-14-2024, 12:19 PM MDT"
"Benjamin Creek","50LL21	","Alaska","Snow Course/Aerial Marker","Kenai Peninsula","3090","60.31433","-150.269","190203021503	",,"3-14-2024, 12:19 PM MDT"
"Bennett Creek","05J33	","Colorado","Snow Course/Aerial Marker","Larimer","9200","40.66667","-105.61667","101900070208	",,"3-14-2024, 12:19 PM MDT"
"Benton Meadow","16A02	","Idaho","Snow Course/Aerial Marker","Bonner","2375","48.35095","-116.83633","170102150703	",,"3-14-2024, 12:19 PM MDT"
"Benton Spring","16A03	","Idaho","Snow Course/Aerial Marker","Bonner","4777","48.3549","-116.76855","170102150703	",,"3-14-2024, 12:19 PM MDT"
"Bern","0803	","Idaho","ACIS","Bear Lake","5964","42.33333","-111.38333","160102010503	",,"3-14-2024, 12:19 PM MDT"
"Berry Creek","334	","Nevada","SNOTEL","White Pine","9377","39.31917","-114.62278","160600081301	",,"3-14-2024, 12:19 PM MDT"
"Bertha Creek","49L02	","Alaska","Snow Course/Aerial Marker","Kenai Peninsula","950","60.75567","-149.2425","190203020406	",,"3-14-2024, 12:19 PM MDT"
"Berthoud Falls","05K13	","Colorado","Snow Course/Aerial Marker","Clear Creek","10500","39.78333","-105.78333","101900040103	",,"3-14-2024, 12:19 PM MDT"
"Berthoud Pass","05K03	","Colorado","Snow Course/Aerial Marker","Grand","9700","39.83333","-105.75","140100010202	",,"3-14-2024, 12:19 PM MDT"
"Berthoud Pass Ditch nr Berthoud Pass","09021500	","Colorado","Streamflow","Grand","11318","39.7986","-105.7764","140100010202	",,"3-14-2024, 12:19 PM MDT"
"Berthoud Summit","335	","Colorado","SNOTEL","Grand","11314","39.80364","-105.77786","140100010202	",,"3-14-2024, 12:19 PM MDT"
"Bessemer Ditch","07099375	","Colorado","Streamflow","Pueblo","4800","38.2604","-104.7248","110200020905	",,"3-14-2024, 12:19 PM MDT"
"Bethel WSO Airport","0754	","Alaska","ACIS","Bethel","130","60.78333","-161.8","190305023201	",,"3-14-2024, 12:19 PM MDT"
"Bettles FAA Airport","0761	","Alaska","ACIS","Yukon-Koyukuk","640","66.91666","-151.51666","190901012604	",,"3-14-2024, 12:19 PM MDT"
"Bettles Field","1182	","Alaska","SNOTEL","Yukon-Koyukuk","640","66.91667","-151.53333","190901012604	",,"3-14-2024, 12:19 PM MDT"
"Beulah","13217000	","Oregon","Reservoir","Malheur","3305","43.91198","-118.15785","170501161305	",,"3-14-2024, 12:19 PM MDT"
"Bevans Cabin","1214	","Utah","SNOTEL","Tooele","6520","40.46182","-112.25233","160203040401	",,"3-14-2024, 12:19 PM MDT"
"Biddle","0739	","Montana","ACIS","Powder River","3330","45.1","-105.33333","100902080702	",,"3-14-2024, 12:19 PM MDT"
"Biddle 8 SW","0743	","Montana","ACIS","Powder River","3600","45.05","-105.46666","100902080507	",,"3-14-2024, 12:19 PM MDT"
"Big Bend","336	","Nevada","SNOTEL","Elko","6898","41.76168","-115.6931","170501040104	",,"3-14-2024, 12:19 PM MDT"
"Big Brush Ck ab Red Fleet Reservoir","09261700	","Utah","Streamflow","Uintah","5625","40.58885","-109.46541","140600100205	",,"3-14-2024, 12:19 PM MDT"
"Big Butte Creek nr Mcleod","14337500	","Oregon","Streamflow","Jackson","1526","42.65","-122.68333","171003070408	",,"3-14-2024, 12:19 PM MDT"
"Big Ck nr Randolph","10023000	","Utah","Streamflow","Rich","6410","41.60994","-111.25409","160101010702	",,"3-14-2024, 12:19 PM MDT"
"Big Cottonwood Ck nr SLC","10168500	","Utah","Streamflow","Salt Lake","4990","40.61856","-111.78188","160202040205	",,"3-14-2024, 12:19 PM MDT"
"Big Creek Campground","17K01	","Nevada","Snow Course/Aerial Marker","Lander","6665","39.3458","-117.1372","160401070303	",,"3-14-2024, 12:19 PM MDT"
"Big Creek Mine","17K02	","Nevada","Snow Course/Aerial Marker","Lander","7715","39.3064","-117.1201","160401070303	",,"3-14-2024, 12:19 PM MDT"
"Big Creek Sum","337	","Nevada","SNOTEL","Lander","8685","39.29148","-117.11506","160401070303	",,"3-14-2024, 12:19 PM MDT"
"Big Creek Summit","338	","Idaho","SNOTEL","Valley","6560","44.62621","-115.79561","170602080402	",,"3-14-2024, 12:19 PM MDT"
"Big Delta FAA/AMOS AP","0770	","Alaska","ACIS","Southeast Fairbanks","1270","64","-145.73333","190803040606	",,"3-14-2024, 12:19 PM MDT"
"Big Flat","339	","Utah","SNOTEL","Beaver","10349","38.30183","-112.35672","160300070202	",,"3-14-2024, 12:19 PM MDT"
"Big Flat","BFL	","California","Cooperator Snow Sensors","Trinity","5100","41.08","-122.942","180102110102	",,"3-14-2024, 12:19 PM MDT"
"Big Flat (course)","BFT	","California","Snow Course/Aerial Marker","Trinity","5100","41.077","-122.938","180102110102	",,"3-14-2024, 12:19 PM MDT"
"Big Goose","931	","Wyoming","SNOTEL","Sheridan","7990","44.57924","-107.20068","100901010103	",,"3-14-2024, 12:19 PM MDT"
"Big Goose Ck nr Sheridan","06301850	","Wyoming","Streamflow","Sheridan","4650","44.69575","-107.19075","100901010104	",,"3-14-2024, 12:19 PM MDT"
"Big Hole R bl Big Lake Ck at Wisdom","06024450	","Montana","Streamflow","Beaverhead","6040","45.61853","-113.45784","100200040407	",,"3-14-2024, 12:19 PM MDT"
"Big Hole R nr Melrose","06025500	","Montana","Streamflow","Beaverhead","5033","45.52659","-112.70169","100200041209	",,"3-14-2024, 12:19 PM MDT"
"Big Horn","0680	","Wyoming","ACIS","Sheridan","4040","44.68333","-106.98333","100901010106	",,"3-14-2024, 12:19 PM MDT"
"Big Lake Ditch","0937300	","Colorado","Streamflow","Grand","7990","39.9705","-106.1599","140100010407	",,"3-14-2024, 12:19 PM MDT"
"Big Lost R at Howell Ranch","13120500	","Idaho","Streamflow","Custer","6622","43.99833","-114.02111","170402180403	",,"3-14-2024, 12:19 PM MDT"
"Big Lost R bl Mackay Reservoir","13127000	","Idaho","Streamflow","Custer","5946","43.93917","-113.64833","170402180701	",,"3-14-2024, 12:19 PM MDT"
"Big Meadow","340	","Nevada","SNOTEL","Washoe","8235","39.455","-119.9422","160501020505	",,"3-14-2024, 12:19 PM MDT"
"Big Meadows","BIM	","California","Cooperator Snow Sensors","Tulare","7600","36.717","-118.842","180300100403	",,"3-14-2024, 12:19 PM MDT"
"Big Meadows","BMS	","California","Snow Course/Aerial Marker","Tulare","7600","36.715","-118.842","180300100403	",,"3-14-2024, 12:19 PM MDT"
"Big Park","10G11	","Wyoming","Snow Course/Aerial Marker","Lincoln","8620","42.35967","-110.7687","160101020102	",,"3-14-2024, 12:19 PM MDT"
"Big Pine Creek","BGP	","California","Cooperator Snow Sensors","Inyo","9800","37.128","-118.475","180901020709	",,"3-14-2024, 12:19 PM MDT"
"Big Pine Creek 2","BP2	","California","Snow Course/Aerial Marker","Inyo","9700","37.127","-118.47","180901020709	",,"3-14-2024, 12:19 PM MDT"
"Big Pine Creek 3","BP3	","California","Snow Course/Aerial Marker","Inyo","9800","37.128","-118.475","180901020709	",,"3-14-2024, 12:19 PM MDT"
"Big Red Mountain","341	","Oregon","SNOTEL","Jackson","6050","42.05257","-122.85487","171003090301	",,"3-14-2024, 12:19 PM MDT"
"Big Sand Wash Reservoir","09UTBSWR	","Utah","Reservoir","Duchesne","5885","40.30006","-110.22139","140600030907	",,"3-14-2024, 12:19 PM MDT"
"Big Sandy","0770	","Montana","ACIS","Chouteau","2700","48.16666","-110.11666","100401010102	",,"3-14-2024, 12:19 PM MDT"
"Big Sandy","09213700	","Wyoming","Reservoir","Sweetwater","6758","42.24911","-109.43007","140401040112	",,"3-14-2024, 12:19 PM MDT"
"Big Sandy Opening","342	","Wyoming","SNOTEL","Sublette","9080","42.6458","-109.25965","140401040101	",,"3-14-2024, 12:19 PM MDT"
"Big Sandy R nr Farson","09213500	","Wyoming","Streamflow","Sublette","6770","42.31689","-109.48569","140401040112	",,"3-14-2024, 12:19 PM MDT"
"Big Sheep AM","1229	","Oregon","SNOLITE","Wallowa","6240","45.16842","-117.08631","170601020301	",,"3-14-2024, 12:19 PM MDT"
"Big Sheep AM","17D14	","Oregon","Snow Course/Aerial Marker","Wallowa","6230","45.16842","-117.08631","170601020301	",,"3-14-2024, 12:19 PM MDT"
"Big Snowy","09C05	","Montana","Snow Course/Aerial Marker","Fergus","7150","46.78333","-109.53333","100401030204	",,"3-14-2024, 12:19 PM MDT"
"Big South","05J03	","Colorado","Snow Course/Aerial Marker","Larimer","8600","40.61667","-105.81667","101900070204	",,"3-14-2024, 12:19 PM MDT"
"Big Springs","11E09	","Idaho","Snow Course/Aerial Marker","Fremont","6395","44.48275","-111.27465","170402020303	",,"3-14-2024, 12:19 PM MDT"
"Big Thompson R at Canyon Mouth","06738000	","Colorado","Streamflow","Larimer","5305","40.42165","-105.22665","101900060603	",,"3-14-2024, 12:19 PM MDT"
"Big Timber","0780	","Montana","ACIS","Sweet Grass","4100","45.83333","-109.95","100700021109	",,"3-14-2024, 12:19 PM MDT"
"Big White Mountain","2E03	","British Columbia","Snow Course/Aerial Marker","	","5512","49.72861","-118.98278","170200020606	",,"3-14-2024, 12:19 PM MDT"
"Big Whitney Meadow","BWH	","California","Snow Course/Aerial Marker","Tulare","9750","36.44","-118.255","180300010204	",,"3-14-2024, 12:19 PM MDT"
"Big Wood R ab Magic Reservoir","13141000	","Idaho","Streamflow","Blaine","4820","43.32806","-114.34167","170402190604	",,"3-14-2024, 12:19 PM MDT"
"Big Wood R at Hailey","13139510	","Idaho","Streamflow","Blaine","5295","43.51722","-114.32167","170402190505	",,"3-14-2024, 12:19 PM MDT"
"Big Wood R at Stanton Xing","13140800	","Idaho","Streamflow","Blaine","4830","43.32917","-114.31917","170402190604	",,"3-14-2024, 12:19 PM MDT"
"Big Wood R bl Magic Dam","13142500	","Idaho","Streamflow","Blaine","4662","43.24806","-114.35667","170402190702	",,"3-14-2024, 12:19 PM MDT"
"Bigelow Camp","343	","Oregon","SNOTEL","Josephine","5130","42.07875","-123.34393","171003090105	",,"3-14-2024, 12:19 PM MDT"
"Bigfork 13 S","0755	","Montana","ACIS","Lake","2910","47.88333","-114.03333","170102080401	",,"3-14-2024, 12:19 PM MDT"
"Bighorn Lake","06286400	","Montana","Reservoir","Big Horn","3296","45.30659","-107.95798","100800100904	",,"3-14-2024, 12:19 PM MDT"
"Bighorn Lake (Yellowtail) Inflow-USBR","06286399	","Wyoming","Streamflow","Big Horn","3158","45.31666","-107.91667","100800150302	",,"3-14-2024, 12:19 PM MDT"
"Bighorn Plateau","BGH	","California","Snow Course/Aerial Marker","Tulare","11350","36.615","-118.377","180300010103	",,"3-14-2024, 12:19 PM MDT"
"Bighorn R at Kane","06279500	","Wyoming","Streamflow","Big Horn","3660","44.75857","-108.1815","100800100310	",,"3-14-2024, 12:19 PM MDT"
"Bighorn R nr St. Xavier","06287000	","Montana","Streamflow","Big Horn","3158","45.31663","-107.91872","100800150302	",,"3-14-2024, 12:19 PM MDT"
"Billie Creek Divide","344	","Oregon","SNOTEL","Klamath","5280","42.40717","-122.26617","180102030201	",,"3-14-2024, 12:19 PM MDT"
"Billings WSO","0807	","Montana","ACIS","Yellowstone","3570","45.8","-108.53333","100700041006	",,"3-14-2024, 12:19 PM MDT"
"Birch Crossing","12M16	","Utah","Snow Course/Aerial Marker","Iron","8045","37.74482","-112.83893","160300060201	",,"3-14-2024, 12:19 PM MDT"
"Bird Creek","1155	","Nevada","SNOTEL","White Pine","7537","39.46138","-114.64863","160600081304	",,"3-14-2024, 12:19 PM MDT"
"Birthday Pass","49M28	","Alaska","Snow Course/Aerial Marker","Matanuska-Susitna","4020","61.80028","-149.29506","190205051202	",,"3-14-2024, 12:19 PM MDT"
"Bishop Lake","BSP	","California","Snow Course/Aerial Marker","Inyo","11300","37.123","-118.545","180901020601	",,"3-14-2024, 12:19 PM MDT"
"Bishop Pass","BSH	","California","Cooperator Snow Sensors","Fresno","11200","37.1","-118.557","180300100302	",,"3-14-2024, 12:19 PM MDT"
"Bishop Pass","BSH	","California","Snow Course/Aerial Marker","Fresno","11200","37.1","-118.557","180300100302	",,"3-14-2024, 12:19 PM MDT"
"Bishop WSO Airport","0822	","California","ACIS","Inyo","4110","37.36666","-118.36666","180901020705	",,"3-14-2024, 12:19 PM MDT"
"Bison Lake","345	","Colorado","SNOTEL","Garfield","10964","39.76458","-107.35628","140100011401	",,"3-14-2024, 12:19 PM MDT"
"Bisson Creek","346	","Montana","SNOTEL","Lake","4920","47.68389","-113.99901","170102120602	",,"3-14-2024, 12:19 PM MDT"
"Bitter Creek 4 NE","0761	","Wyoming","ACIS","Sweetwater","6720","41.58333","-108.51666","140401050202	",,"3-14-2024, 12:19 PM MDT"
"Bitterroot R nr Darby","12344000	","Montana","Streamflow","Ravalli","3942","45.97205","-114.14123","170102050806	",,"3-14-2024, 12:19 PM MDT"
"Bitterroot R nr Missoula","12352500	","Montana","Streamflow","Missoula","3110","46.83333","-114.05","170102051603	",,"3-14-2024, 12:19 PM MDT"
"Bitterroot R nr Missoula","12352800	","Montana","Streamflow","Missoula","3110","46.83187","-114.054","170102051603	",,"3-14-2024, 12:19 PM MDT"
"Black Bear","347	","Montana","SNOTEL","Gallatin","8170","44.50832","-111.12803","100200070202	",,"3-14-2024, 12:19 PM MDT"
"Black Flat-U.M. Ck","348	","Utah","SNOTEL","Sevier","9414","38.6799","-111.59765","140700030101	",,"3-14-2024, 12:19 PM MDT"
"Black Hollow Reservoir","06016030	","Colorado","Reservoir","Weld","5080","40.61667","-104.88333","101900071003	",,"3-14-2024, 12:19 PM MDT"
"Black Mesa","1185	","Colorado","SNOTEL","Dolores","11564","37.78968","-108.18376","140300020103	",,"3-14-2024, 12:19 PM MDT"
