NWS  |USGS           |        |   |           |            |
5 CHR|STATION        |GOES    |NWS|LATITUDE   |LONGITUDE   |LOCATION
IDENT|NUMBER         |IDENTIFR|HSA|dd mm ss   | ddd mm ss  |NAME
-----|---------------|--------|---|-----------|------------|------------------------------
MNWH1|16241600       |1629A502|HFO|21 18 30.4 |157 48 34.2 |MANOA STREAM AT WOODLAWN DRIVE OAHU HI
MOSH1|16227500       |163AB6E4|HFO|21 23 17   |157 50 55   |MOANALUA STREAM NR KANEOHE OAHU HI
MPDH1|16247100       |173AE73A|HFO|21 17 11.5 |157 49 06.8 |MANOA-PALOLO DRAINAGE CANAL AT MOILIILI OAHU HI
NHSH1|16226400       |DD5EA762|HFO|21 22 18.8 |157 54 45.8 |N. HALAWA STR NR QUAR. STN. AT HALAWA OAHU HI
NIIH1|16570000       |F000E170|HFO|20 52 16   |156 12 56   |NAILIILIHAELE STREAM NEAR HUELO MAUI HI
NLIH1|16717000       |D114953C|HFO|19 45 51.6 |155 09 06.6 |HONOLII STREAM NR PAPAIKOU HI
OHGH1|16501200       |16E875F4|HFO|20 40 06.1 |156 03 08.0 |OHEO GULCH AT DAM NEAR KIPAHULU MAUI HI
OLBH1|16071500       |DDD7067E|HFO|22 04 32.2 |159 23 45.2 |LEFT BRANCH OPAEKAA STR NR KAPAA KAUAI HI
OPAH1|16345000       |163D098C|HFO|21 33 44.4 |158 00 00.9 |OPAEULA STR NR WAHIAWA OAHU HI
PAGH1|16770500       |DD7CB00E|HFO|19 12 28.0 |155 28 37.5 |PAAUAU GULCH AT PAHALA HI
PKKH1|205327156351102|DD73556E|HFO|20 53 27   |156 35 11   |380.0 PUU KUKUI RAIN GAGE AT ALT 5771 FT MAUIHI
PKSH1|16244000       |1732867A|HFO|21 18 24   |157 47 18   |PUKELE STREAM NEAR HONOLULU OAHU HI
PNSH1|16301050       |DD989652|HFO|21 33 23.0 |157 53 56.0 |PUNALUU STR ABV PUNALUU DITCH INTAKE OAHU HI
SDQH1|194117155174801|DDF6B6E4|HFO|19 41 09.1 |155 17 39.2 |83.0 QUARRY RAIN GAGE AT SADDLE RD HI
SWSH1|16611500       |DD7ED01C|HFO|20 54 38.59|156 30 33.99|S WAIEHU STR US OF DITCH AT ALT. 315 FT MAUI HI
UKGH1|16647000       |DE5D1104|HFO|20 49 06.75|156 35 00.11|UKUMEHAME GULCH NR OLOWALU MAUI HI
WAAH1|16759600       |170FD310|HFO|19 38 03.1 |155 56 58.9 |WAIAHA STREAM AT HOLUALOA HI
WEBH1|16068000       |DDCD13C4|HFO|22 04 07.6 |159 24 54.6 |EB OF NF WAILUA RIVER NR LIHUE KAUAI HI
WESH1|16284200       |DD1854F4|HFO|21 26 53.4 |157 51 23.8 |WAIHEE STR NR KAHALUU OAHU HI
WHSH1|16294100       |162B784C|HFO|21 28 55.3 |157 50 45.2 |WAIAHOLE STREAM ABOVE KAMEHAMEHA HWY OAHU HI
WIEH1|16019000       |DD9F7794|HFO|22 05 09.0 |159 34 08.7 |WAIALAE STR AT ALT 3820 FT NR WAIMEA KAUAI HI
WISH1|16238500       |16EA459A|HFO|21 19 42.1 |157 48 03.1 |WAIHI STREAM AT HONOLULU OAHU HI
WKNH1|16294900       |17318174|HFO|21 29 49.5 |157 51 46.7 |WAIKANE STR AT ALT 75 FT AT WAIKANE OAHU HI
WLDH1|220356159281401|1732B3E0|HFO|22 03 45.0 |159 28 03.8 |1051.0 N WAILUA DITCH RAIN GAGE NR LIHUE KAUAIHI
WLGH1|220523159341201|DDF7C28E|HFO|22 05 13.2 |159 33 59.1 |1042.0 WAIALAE RAIN GAGE NR WAIMEA KAUAI HI
WLLH1|220427159300201|DD5E818E|HFO|22 04 15.2 |159 29 52.7 |1047.0 MT. WAIALEALE RAIN GAGE NR LIHUE KAUAI HI
WLSH1|16249000       |F00743BC|HFO|21 20 59.9 |157 43 44.1 |WAIMANALO STR AT WAIMANALO OAHU HI
WLUH1|16704000       |DDE35548|HFO|19 42 43.7 |155 09 02.7 |WAILUKU RIVER AT PIIHONUA HI
WMSH1|16552800       |1738013C|HFO|20 48 19.4 |156 13 52.4 |WAIKAMOI STR ABV KULA PL INTAKE NR OLINDA MAUIHI
WNFH1|16060950       |173495C2|HFO|22 03 49.11|159 28 14.15|NF WAILUA RIV ABV N WAILUA DITCH INT KAUAI HI
WNIH1|16108000       |DD145568|HFO|22 08 09.2 |159 33 28.3 |WAINIHA RIVER NR HANALEI KAUAI HI
WRKH1|16701800       |DE5D249E|HFO|19 43 03.67|155 15 58.01|WAILUKU RIVER NR KAUMANA HI
WRVH1|16031000       |17126466|HFO|21 58 49.4 |159 39 36.3 |WAIMEA RIVER NEAR WAIMEA KAUAI HI
WSFH1|16060000       |D110A59C|HFO|22 02 12.1 |159 22 48.6 |SF WAILUA RIVER NR LIHUE KAUAI HI
WWKH1|16518000       |DD5E710A|HFO|20 48 51.7 |156 08 34.7 |WEST WAILUAIKI STREAM NEAR KEANAE MAUI HI
WWLH1|212151157575601|1761D54A|HFO|21 21 50.70|157 57 55.97|BUILDING 166 - TEST SITE OAHU HI
BLFI4|05387440       |176C9526|ARX|43 24 25   |091 53 56   |UPPER IOWA RIVER AT BLUFFTON IA
BSHI4|425435091281101|172A9634|ARX|42 54 35   |091 28 11   |BIG SPRING FISH HATCHERY NEAR ELKADER IA NADP/NTN
CCYI4|05457700       |167836D8|ARX|43 03 43.9 |092 40 25.98|CEDAR RIVER AT CHARLES CITY IA
CLAI4|05411500       |CE7614C6|ARX|42 54 13   |091 08 42   |MISSISSIPPI RIVER AT CLAYTON IA
CTRI4|05457440       |17207494|ARX|43 24 54   |092 59 05   |DEER CREEK NEAR CARPENTER IA
DCHI4|05388250       |DDB39414|ARX|43 25 16   |091 30 31   |UPPER IOWA RIVER NEAR DORCHESTER IA
DEHI4|05387500       |176CD62C|ARX|43 18 17.7 |091 47 43.4 |UPPER IOWA RIVER AT DECORAH IA
DWCI4|05388310       |1700109C|ARX|43 27 04   |091 30 18   |WATERLOO CREEK NEAR DORCHESTER IA
EDRI4|05411850       |DD18B706|ARX|43 03 15.16|091 48 32.18|TURKEY RIVER NEAR ELDORADO IA
EKDI4|05412020       |DD9350E4|ARX|42 50 36.6 |091 24 04.1 |TURKEY RIVER ABOVE FRENCH HOLLOW CR AT ELKADER IA
GRBI4|05412500       |CE7C1594|ARX|42 44 24   |091 15 42   |TURKEY RIVER AT GARBER IA
IONI4|05458000       |DD6CF49A|ARX|43 01 59.8 |092 30 12.76|LITTLE CEDAR RIVER NEAR IONIA IA
KDVI4|05387405       |174A2788|ARX|43 26 28.7 |092 02 09.4 |UPPER IOWA RIVER AT KENDALLVILLE IA
LSPI4|05387320       |174724EE|ARX|43 28 00.4 |092 17 51.1 |UPPER IOWA RIVER AT LIME SPRINGS IA
MBRI4|05389400       |DD56E0CE|ARX|43 02 27   |091 12 23   |BLOODY RUN CREEK NEAR MARQUETTE IA
MCGI4|05389500       |CE760962|ARX|43 01 37.3 |091 10 21   |MISSISSIPPI RIVER AT MCGREGOR IA
ORNI4|05420850       |16FC6426|ARX|42 42 52.9 |092 02 29.6 |LITTLE WAPSIPINICON RIVER NEAR ORAN IA
SPLI4|05411600       |1628DFBA|ARX|43 12 26.2 |091 57 01.2 |TURKEY RIVER AT SPILLVILLE IA
VLPI4|05412400       |CE62AB3E|ARX|42 45 14   |091 22 08   |VOLGA RIVER AT LITTLEPORT IA
YRII4|05389000       |DD934392|ARX|43 06 42.9 |091 15 54.5 |YELLOW RIVER NEAR ION IA
AESI4|05471000       |DD56A3C4|DMX|42 00 29.6 |093 35 45.5 |SOUTH SKUNK RIVER BELOW IOWAY CREEK NEAR AMES IA
AGNI4|05478265       |CE1243B2|DMX|43 04 57.6 |094 13 50   |EAST FORK DES MOINES RIVER NEAR ALGONA IA
AKWI4|05487470       |CE7C4B3A|DMX|41 20 16.4 |093 29 11.1 |SOUTH RIVER NEAR ACKWORTH IA
ALOI4|05464000       |CE631498|DMX|42 29 43.96|092 20 03.65|CEDAR RIVER AT WATERLOO IA
AMEI4|05470000       |DD568528|DMX|42 03 59.7 |093 37 12.9 |SOUTH SKUNK RIVER NEAR AMES IA
AMWI4|05470500       |DD56965E|DMX|42 01 21.2 |093 37 49.8 |IOWAY CREEK AT AMES IA
ANKI4|05485605       |DF01801A|DMX|41 43 02.4 |093 34 10.6 |FOURMILE CREEK NEAR ANKENY IA DS1
ATCI4|06809210       |CE42AAD0|DMX|41 20 45.6 |095 04 36.7 |EAST NISHNABOTNA RIVER NEAR ATLANTIC IA
BAYI4|05483450       |CE2D9538|DMX|41 46 44.7 |094 29 34.8 |MIDDLE RACCOON RIVER NEAR BAYARD IA
BCOI4|05489490       |1726672C|DMX|41 00 52   |092 27 44   |BEAR CREEK AT OTTUMWA IA
BDFI4|06819185       |DD93868C|DMX|40 39 39.5 |094 42 58.7 |EAST FORK 102 RIVER AT BEDFORD IA
BHLI4|05482315       |1745F772|DMX|42 18 14   |095 02 29   |BLACK HAWK LAKE AT LAKE VIEW IA
BSSI4|05489000       |CE7C2EDC|DMX|41 13 08.8 |092 54 31.8 |CEDAR CREEK NEAR BUSSEY IA
BTDI4|05448400       |1724925C|DMX|43 06 09   |093 47 04   |WEST MAIN DRAINAGE DITCH 1 AND 2 NEAR BRITT IA
CEDI4|05463050       |1628D168|DMX|42 32 15.25|092 26 36.57|CEDAR RIVER AT CEDAR FALLS IA
CENI4|06903990       |16F0D634|DMX|40 45 03.3 |092 51 29.6 |COOPER CREEK AT CENTERVILLE IA
CFXI4|05471050       |DD937608|DMX|41 40 54.5 |093 14 48.6 |SOUTH SKUNK RIVER AT COLFAX IA
CHMI4|405747093233201|DDE6B17A|DMX|40 57 47   |093 23 34   |MCNAY RESEARCH STN NR CHARITON IA NADP SITE IA23
CHTI4|06903400       |CE64D3B2|DMX|40 57 07.1 |093 15 35.6 |CHARITON RIVER NEAR CHARITON IA
CLKI4|05460000       |165E9700|DMX|43 07 27.5 |093 23 02.3 |CLEAR LAKE AT CLEAR LAKE IA
CLLI4|05483349       |16DD11A2|DMX|42 02 30   |094 52 43   |MIDDLE RACCOON RIVER TRIBUTARY AT CARROLL IA
CLTI4|05451955       |1665712A|DMX|42 04 46   |092 18 00   |STEIN CREEK NEAR CLUTIER IA
CWFI4|05480930       |16F7847C|DMX|42 43 55   |093 42 26   |WHITE FOX CREEK AT CLARION IA
DAKI4|05479000       |CE7C1B46|DMX|42 43 25   |094 11 35.7 |EAST FORK DES MOINES RIVER AT DAKOTA CITY IA
DEMI4|05484900       |CE3865E2|DMX|41 34 53.4 |093 38 33.6 |RACCOON RIVER AT FLEUR DRIVE AT DES MOINES IA
DEPI4|05455230       |174BD5F6|DMX|41 35 29   |092 21 18   |DEEP RIVER AT DEEP RIVER IA
DESI4|05485500       |CE62FB42|DMX|41 34 42.9 |093 36 20.2 |DES MOINES RIVER BLW RACCOON RIV AT DES MOINES IA
DFMI4|05485640       |CE3826E8|DMX|41 36 49.7 |093 32 43.9 |FOURMILE CREEK AT DES MOINES IA
DLLI4|05487980       |CE7C45E8|DMX|41 14 47.2 |093 17 24.5 |WHITE BREAST CREEK NEAR DALLAS IA
DMOI4|05482000       |CE33D5C4|DMX|41 36 43   |093 37 11   |DES MOINES RIVER AT 2ND AVENUE AT DES MOINES IA
DMWI4|05484650       |CE33C6B2|DMX|41 33 42   |093 42 12   |RACCOON RIVER AT 63RD STREET AT DES MOINES IA
DOSI4|05484800       |CE88C4D2|DMX|41 35 14.9 |093 42 11.9 |WALNUT CREEK AT DES MOINES IA
DVSI4|06898000       |DDB38762|DMX|40 38 25   |093 48 29   |THOMPSON RIVER AT DAVIS CITY IA
DYSI4|05464220       |1637060C|DMX|42 15 05.5 |092 17 56   |WOLF CREEK NEAR DYSART IA
EBRI4|05452000       |CE634A36|DMX|41 57 50.98|092 18 47.67|SALT CREEK NEAR ELBERON IA
EDYI4|05489200       |CE34E26A|DMX|41 09 21   |092 38 19   |DES MOINES RIVER AT EDDYVILLE IA
EFWI4|05482500       |CE7B82C2|DMX|41 59 16.3 |094 22 37.5 |NORTH RACCOON RIVER NEAR JEFFERSON IA
EMTI4|05476590       |CE347708|DMX|43 07 35.3 |094 42 26   |DES MOINES RIVER AT EMMETSBURG IA
ESVI4|05476500       |CE7C200E|DMX|43 23 57.3 |094 50 45.6 |DES MOINES RIVER AT ESTHERVILLE IA
FLZI4|05480080       |CE1324AE|DMX|42 31 43.7 |094 15 23.98|LIZARD CREEK NEAR FORT DODGE IA
FNHI4|05458900       |DD6D1592|DMX|42 37 45.94|092 32 36.68|WEST FORK CEDAR RIVER AT FINCHFORD IA
FODI4|05480500       |CE74C988|DMX|42 30 30   |094 12 12   |DES MOINES RIVER AT FORT DODGE IA
GLDI4|05480820       |CE3494FA|DMX|42 43 27.89|093 56 48.1 |BOONE RIVER NEAR GOLDFIELD IA
GRMI4|05481950       |CE7C3378|DMX|41 41 18   |093 44 05   |BEAVER CREEK NEAR GRIMES IA
HAVI4|05451900       |CE635792|DMX|41 53 58   |092 28 27   |RICHLAND CREEK NEAR HAVEN IA
HBTI4|05476750       |CE7B91B4|DMX|42 43 10   |094 13 13   |DES MOINES RIVER AT HUMBOLDT IA
HRTI4|05452200       |CE635940|DMX|41 50 06   |092 23 10   |WALNUT CREEK NEAR HARTWICK IA
HUDI4|05463500       |167BB7C2|DMX|42 24 27.95|092 27 47.69|BLACK HAWK CREEK AT HUDSON IA
IDNI4|05486490       |CE7C569E|DMX|41 25 27.7 |093 35 14.3 |MIDDLE RIVER NEAR INDIANOLA IA
JANI4|05458500       |DD6D06E4|DMX|42 38 53.94|092 27 54.67|CEDAR RIVER AT JANESVILLE IA
JEWI4|05469860       |1724A7C6|DMX|42 18 52   |093 38 23   |MUD LAKE DRAINAGE DITCH 71 AT JEWELL IA
KECI4|05488200       |CE7BCF1A|DMX|41 18 01.4 |093 02 41.7 |ENGLISH CREEK NEAR KNOXVILLE IA
LCYI4|05472390       |DDE62418|DMX|41 25 17   |092 39 04   |MIDDLE CREEK NEAR LACEY IA
LKCI4|05482430       |CE34B216|DMX|42 10 08.6 |094 43 33.7 |NORTH RACCOON RIVER NEAR LANESBORO IA
MAAI4|06816290       |DD898040|DMX|41 14 44   |094 45 27   |WEST NODAWAY RIVER AT MASSENA IA
MASI4|05459490       |DD2F652A|DMX|43 12 48   |093 12 38   |SPRING CREEK NEAR MASON CITY IA
MCWI4|05459500       |168537AA|DMX|43 09 54   |093 11 33   |WINNEBAGO RIVER AT MASON CITY IA
MGOI4|05471200       |DF0047FE|DMX|41 48 20.6 |093 18 31.3 |INDIAN CREEK NEAR MINGO IA
MIWI4|05451500       |CE632FD0|DMX|42 03 57   |092 54 27   |IOWA RIVER AT MARSHALLTOWN IA
MOLI4|06904010       |CE64E628|DMX|40 41 33.1 |092 46 21.3 |CHARITON RIVER NEAR MOULTON IA
MTWI4|05451700       |CE636CDA|DMX|42 00 31.95|092 51 08.71|TIMBER CREEK NEAR MARSHALLTOWN IA
MWCI4|05460100       |DD9E40F4|DMX|43 08 55   |093 16 07   |WILLOW CREEK NEAR MASON CITY IA
NHRI4|05463000       |DD56C622|DMX|42 34 19.2 |092 37 05.8 |BEAVER CREEK AT NEW HARTFORD IA
NPVI4|05451210       |DD6D337E|DMX|42 18 55.1 |093 09 07.9 |SOUTH FORK IOWA RIVER NE OF NEW PROVIDENCE IA
NRWI4|05486000       |CE7C584C|DMX|41 27 29.2 |093 39 17.9 |NORTH RIVER NEAR NORWALK IA
OOAI4|05471500       |CE74B1CA|DMX|41 21 20.53|092 39 26.48|SOUTH SKUNK RIVER NEAR OSKALOOSA IA
OTMI4|05489500       |CE7C6DD6|DMX|41 00 39.05|092 24 40.65|DES MOINES RIVER AT OTTUMWA IA
PANI4|05483600       |CE2DA0A2|DMX|41 41 14.7 |094 22 15.8 |MIDDLE RACCOON RIVER AT PANORA IA
PMDI4|05481510       |1641036E|DMX|42 09 59   |094 01 11   |BLUFF CREEK AT PILOT MOUND IA
PNLI4|05483470       |174600F8|DMX|41 41 44.2 |094 22 54.3 |LAKE PANORAMA AT PANORA IA
PRMI4|06903700       |CE64DD60|DMX|40 48 01.6 |093 11 33.67|SOUTH FORK CHARITON RIVER NEAR PROMISE CITY IA
RABI4|06903900       |DD56D554|DMX|40 49 18.7 |092 53 27.5 |CHARITON RIVER NEAR RATHBUN IA
RADI4|06903880       |CE649E6A|DMX|40 49 24.6 |092 53 39.9 |RATHBUN LAKE NEAR RATHBUN IA
REDI4|05484000       |16F774F8|DMX|41 35 25.5 |094 09 04.2 |SOUTH RACCOON RIVER AT REDFIELD IA
RLFI4|05476735       |CE34878C|DMX|42 48 20.7 |094 27 45.5 |PILOT CREEK AT COUNTY HWY P15 NEAR ROLFE IA
ROWI4|05449500       |CE2DD632|DMX|42 45 35.9 |093 37 17.9 |IOWA RIVER NEAR ROWAN IA
RRDI4|05488110       |CE62E834|DMX|41 21 51   |092 58 31.7 |DES MOINES RIVER NEAR PELLA IA
SCRI4|05482300       |CE2DB3D4|DMX|42 21 16.4 |094 59 27.7 |NORTH RACCOON RIVER NEAR SAC CITY IA
SDTI4|05481650       |CE7E5DB8|DMX|41 40 49.2 |093 40 03.4 |DES MOINES RIVER NEAR SAYLORVILLE IA
SHRI4|05462000       |DD6D2008|DMX|42 42 42.93|092 34 58.68|SHELL ROCK RIVER AT SHELL ROCK IA
STBI4|05450400       |CE2DC544|DMX|42 24 29.2 |093 04 22.7 |IOWA RIVER AT STEAMBOAT ROCK IA
STCI4|05469990       |16292DC4|DMX|42 09 01   |093 37 13   |KEIGLEY BRANCH NEAR STORY CITY IA
STRI4|05481300       |CE74C75A|DMX|42 15 08.1 |093 59 50.88|DES MOINES RIVER NEAR STRATFORD IA
SWNI4|05487520       |CE80F5EE|DMX|41 29 21.8 |093 16 41.6 |DES MOINES RIVER NEAR SWAN IA
TMAI4|05451770       |168AC1BC|DMX|41 57 51.32|092 38 11.58|IOWA RIVER AT COUNTY HIGHWAY E49 NEAR TAMA IA
TPLI4|05420680       |166C347C|DMX|42 50 09.93|092 15 26.64|WAPSIPINICON RIVER NEAR TRIPOLI IA
TPTI4|05483318       |1791F1B2|DMX|41 56 45   |094 52 45   |BRUSHY FORK CREEK NEAR TEMPLETON IA
TRCI4|05488500       |CE7C7072|DMX|41 16 52.9 |092 51 38.96|DES MOINES RIVER NEAR TRACY IA
VNMI4|05484500       |CE7C3DAA|DMX|41 32 02.5 |093 56 59.2 |RACCOON RIVER AT VAN METER IA
WBCI4|05481000       |CE7C6304|DMX|42 25 55.1 |093 48 21.4 |BOONE RIVER NEAR WEBSTER CITY IA
WDMI4|05484600       |DD31104C|DMX|41 31 41.2 |093 46 54.7 |RACCOON RIVER NEAR WEST DES MOINES IA
WVLI4|05458300       |16746738|DMX|42 44 14   |092 28 12.33|CEDAR RIVER AT WAVERLY IA
AGSI4|05474000       |DD3356B2|DVN|40 45 13.14|091 16 37.52|SKUNK RIVER AT AUGUSTA IA
AMAI4|05453200       |1650060A|DVN|41 48 18   |091 52 23   |PRICE CREEK AT AMANA IA
ANSI4|05421740       |DD89A6AC|DVN|42 05 00.1 |091 16 02.6 |WAPSIPINICON RIVER NEAR ANAMOSA IA
BLVI4|05416100       |CE24F682|DVN|42 15 39   |090 25 23   |MISSISSIPPI R AT LOCK & DAM 12 AT BELLEVUE IA
BPLI4|05452500       |CE632102|DVN|41 51 32.6 |092 16 40.5 |IOWA RIVER NEAR BELLE PLAINE IA
CBII4|05464730       |170D656A|DVN|41 57 46.8 |091 34 37.5 |CEDAR RIVER BELOW INDIAN CREEK AT CEDAR RAPIDS IA
CBSI4|05420460       |DD3BC776|DVN|41 49 38.11|090 11 25.46|BEAVER SLOUGH AT 3RD STREET AT CLINTON IA
CEBI4|05464780       |172AA3AE|DVN|41 47 14   |091 18 49.5 |CEDAR RIVER AT CEDAR BLUFF IA
CERI4|05464500       |16296ECE|DVN|41 58 19   |091 40 01   |CEDAR RIVER AT CEDAR RAPIDS IA
CIDI4|05464500       |CE63093C|DVN|41 58 19   |091 40 01   |CEDAR RIVER AT CEDAR RAPIDS IA
CJTI4|05465100       |CE3451E4|DVN|41 16 42   |091 20 48   |IOWA RIVER AT COLUMBUS JUNCTION IA
CMCI4|05454090       |165F868C|DVN|41 42 00   |091 33 46   |MUDDY CREEK AT CORALVILLE IA
CMMI4|05420500       |CE7BFA80|DVN|41 46 50   |090 15 07   |MISSISSIPPI RIVER AT CLINTON IA
CNEI4|05465000       |CE6307EE|DVN|41 24 33.09|091 17 25.55|CEDAR RIVER NEAR CONESVILLE IA
CRAI4|05454300       |CE63717E|DVN|41 40 36.05|091 35 55.6 |CLEAR CREEK NEAR CORALVILLE IA
CREI4|05464480       |16F7E19A|DVN|42 00 42   |091 42 17   |CEDAR RIVER AT EDGEWOOD ROAD AT CEDAR RAPIDS IA
CRWI4|05422470       |DE25856C|DVN|41 33 04.12|090 27 18.47|CROW CREEK AT BETTENDORF IA
CTWI4|05453520       |CE628DD2|DVN|41 42 55.06|091 31 48.6 |IOWA RIVER BELOW CORALVILLE DAM NR CORALVILLE IA
DEWI4|05422000       |CE74A2BC|DVN|41 46 01.1 |090 32 05.48|WAPSIPINICON RIVER NEAR DE WITT IA
DKII4|05422600       |DD93657E|DVN|41 32 46   |090 31 26   |DUCK CREEK AT DC GOLF COURSE AT DAVENPORT IA
FLNI4|05418400       |DE255304|DVN|42 09 51.6 |090 43 45.6 |NORTH FORK MAQUOKETA RIVER NEAR FULTON IA
IACI4|05455010       |DD418082|DVN|41 39 05.06|091 30 27.59|SOUTH BRANCH RALSTON CREEK AT IOWA CITY IA
IDPI4|05421000       |CE74AC6E|DVN|42 27 49   |091 53 42   |WAPSIPINICON RIVER AT INDEPENDENCE IA
IOCI4|05455100       |CE7E66F0|DVN|41 36 23.06|091 36 56.6 |OLD MANS CREEK NEAR IOWA CITY IA
IOWI4|05454500       |CE633CA6|DVN|41 39 24.06|091 32 27.6 |IOWA RIVER AT IOWA CITY IA
IRCI4|05454000       |CE33B022|DVN|41 42 00.06|091 29 15.6 |RAPID CREEK NEAR IOWA CITY IA
KALI4|05455500       |CE629076|DVN|41 28 11   |091 42 52   |ENGLISH RIVER AT KALONA IA
KEQI4|05490500       |CE62DDAE|DVN|40 43 40.1 |091 57 34.61|DES MOINES RIVER AT KEOSAUQUA IA
LADI4|05453000       |CE636208|DVN|41 44 58   |092 10 55   |BIG BEAR CREEK AT LADORA IA
LNTI4|05455700       |CE633274|DVN|41 25 25.6 |091 28 42.7 |IOWA RIVER NEAR LONE TREE IA
MAQI4|05418500       |CE7C0830|DVN|42 05 00.07|090 37 58.5 |MAQUOKETA RIVER NEAR MAQUOKETA IA
MBCI4|05473450       |DD6D6302|DVN|41 00 25   |091 33 05   |BIG CREEK NORTH OF MOUNT PLEASANT IA
MCHI4|05416900       |DD899336|DVN|42 28 12   |091 26 54.84|MAQUOKETA RIVER AT MANCHESTER IA
MRNI4|05464695       |DDC3C1C4|DVN|42 01 51.4 |091 36 42.7 |INDIAN CREEK AT MARION IA
MROI4|05453100       |CE628300|DVN|41 48 45.8 |092 03 52.6 |IOWA RIVER AT MARENGO IA
OKMI4|05473400       |CE33E05E|DVN|40 55 31.09|091 40 27.18|CEDAR CREEK NEAR OAKLAND MILLS IA
OKVI4|05465700       |CE344292|DVN|41 06 11.5 |091 03 48.7 |IOWA RIVER AT OAKVILLE IA
OXFI4|05454220       |DD6D5698|DVN|41 43 06.04|091 44 24.62|CLEAR CREEK NEAR OXFORD IA
PLOI4|05464420       |174B2572|DVN|42 04 08.99|091 47 06.65|CEDAR RIVER AT BLAIRS FERRY ROAD AT PALO IA
RKDI4|05414400       |1655A132|DVN|42 33 38   |090 51 35   |MIDDLE FK LITTLE MAQUOKETA R NR RICKARDSVILLE IA
SIGI4|05472500       |CE74BF18|DVN|41 18 03.04|092 12 16.64|NORTH SKUNK RIVER NEAR SIGOURNEY IA
VINI4|05464315       |174B10E8|DVN|42 10 14.98|092 01 25.66|CEDAR RIVER AT VINTON IA
WAPI4|05465500       |CE6344E4|DVN|41 10 41.11|091 10 55.53|IOWA RIVER AT WAPELLO IA
WBWI4|0546494170     |DDE61182|DVN|41 40 24.9 |091 20 37.3 |WB WAPSINONOC CR AT COLLEGE ST AT WEST BRANCH IA
WLTI4|05421890       |1650157C|DVN|41 54 54   |090 36 00   |SILVER CREEK AT WELTON IA
AKRI4|06485500       |CE428C3C|FSD|42 50 15.1 |096 33 41.8 |BIG SIOUX RIVER AT AKRONIA
ALTI4|06600100       |CE429198|FSD|42 58 58.1 |096 00 01.2 |FLOYD RIVER AT ALTON IA
BOCI4|06483495       |DD0AF666|FSD|43 14 43   |096 10 38   |BURR OAK CREEK NEAR PERKINS IA
CRRI4|06606600       |CE5DCE3A|FSD|42 28 56   |095 47 33.1 |LITTLE SIOUX RIVER AT CORRECTIONVILLE IA
CWCI4|06605750       |16DD52A8|FSD|42 58 21.0 |095 09 40.0 |WILLOW CREEK NEAR CORNELL IA
ECLI4|06602190       |176D6758|FSD|42 28 30   |096 11 22   |ELLIOTT CREEK AT LAWTON IA
EWOI4|06604215       |DE5A0046|FSD|43 22 37.93|095 07 40.57|EAST-WEST OKOBOJI LAKE CHANNEL NEAR MILFORD IA
HOKI4|06602020       |173D06FC|FSD|42 13 37.4 |096 04 40.2 |WEST FORK DITCH AT HORNICK IA
HWDI4|06483950       |16F0A0A4|FSD|43 03 05   |096 29 22   |BIG SIOUX RIVER NEAR HAWARDEN IA
JMEI4|06600500       |CE429F4A|FSD|42 34 35.0 |096 18 41.6 |FLOYD RIVER AT JAMES IA
LFSI4|06600030       |16DD2438|FSD|43 11 09.6 |095 43 30.4 |LITTLE FLOYD RIVER NEAR SANBORN IA
LNNI4|06605850       |CE427CB8|FSD|42 53 46.7 |095 14 34.8 |LITTLE SIOUX RIVER AT LINN GROVE IA
LSSI4|06604440       |1745C2E8|FSD|43 12 46.0 |095 14 21.0 |LITTLE SIOUX RIVER AT 300TH ST NEAR SPENCER IA
OBJI4|06604200       |DD16357A|FSD|43 22 42.3 |095 10 52.4 |WEST OKOBOJI LAKE AT LAKESIDE LAB NEAR MILFORD IA
PCHI4|06599950       |16DCF0AA|FSD|42 37 11   |096 22 20   |PERRY CREEK NEAR HINTON IA
PCMI4|06599900       |DD9E2512|FSD|42 41 36.0 |096 22 13.1 |PERRY CREEK NEAR MILLNERVILLE IA
RAPI4|06483290       |DD89D03C|FSD|43 25 23.3 |096 09 53.7 |ROCK RIVER BELOW TOM CREEK AT ROCK RAPIDS IA
RKVI4|06483500       |CE4282EE|FSD|43 12 54.3 |096 17 42.1 |ROCK RIVER NEAR ROCK VALLEY IA
SIOI4|06600000       |CE23F4B6|FSD|42 32 06.8 |096 24 37.6 |PERRY CREEK AT 38TH STREET AT SIOUX CITY IA
SLKI4|06604000       |1745B478|FSD|43 28 11.7 |095 07 27.6 |SPIRIT LAKE NEAR ORLEANS IA
SPOI4|06605000       |179127DA|FSD|43 07 39.6 |095 12 37.6 |OCHEYEDAN RIVER NEAR SPENCER IA
SXCI4|06485950       |16F076CC|FSD|42 31 28   |096 28 48.7 |BIG SIOUX RIVER AT SIOUX CITY IA
CBHI4|06610505       |16289262|OAX|41 11 21   |095 51 45   |MISSOURI RIVER NEAR COUNCIL BLUFFS IA
ENOI4|06817300       |17B931E4|OAX|40 43 38.9 |094 58 48.9 |EAST NODAWAY RIVER AT HIGHWAY 2 NEAR CLARINDA IA
ETRI4|06811800       |DDF02348|OAX|41 04 48   |095 05 34   |EAST TARKIO CREEK NEAR STANTON IA
